Index,Case IDs,NumOfCases,IsReliable,"Raw Fitness Cost","Calculation Time (ms)","Num. States","Move-Model Fitness","Trace Fitness","Pre-processing time (ms)","Move-Log Fitness","Trace Length","Exit code of alignment for trace","Approximate memory used (kb)","Number of LPs solved","Queued States",Match
157,"trace_681",1,Yes,"11.00","33.55","265.00","0.88","0.75","0.03","0.74","31.00","1.00","54.00","7.00","268.00",[L/M]SRP|[L]FRPP|[L]RBPC|[L]RIBPC|[L/M]SRPP|[L]REPP|[L]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L]REPP|[L/M]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[M-REAL]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]HRRAN|[M-REAL]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]HRHA|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
158,"trace_715",1,Yes,"6.00","16.68","254.00","0.93","0.87","0.04","0.88","32.00","1.00","31.00","4.00","255.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[M-REAL]RIBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L]AHRRPC|[L/M]EPP|[L]SLRRP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]HRRAN|[L/M]FHRRPC|[L/M]HRHA|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
159,"trace_766",1,Yes,"9.00","28.97","331.00","0.89","0.80","0.08","0.81","31.00","1.00","40.00","5.00","334.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]REPP|[L]FRPP|[M-REAL]SRPP|[L/M]REPC|[L]HRRR|[L/M]RBPC|[L/M]RIBPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]SHRRPC|[L]HRRAN|[L/M]MHRRPC|[L/M]HRHA|[L/M]FHRRPC|[L/M]HRRAN|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
160,"trace_915",1,Yes,"10.00","71.44","288.00","0.92","0.78","0.13","0.75","32.00","1.00","64.00","8.00","293.00",[L/M]SRP|[L]FRPP|[L]REPC|[L]RBPC|[L]RIBPC|[L/M]SRPP|[L]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]REPC|[L]SLRRP|[L/M]RBPC|[M-REAL]RIBPC|[L/M]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]HRHA|[L/M]HRRAN|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
161,"trace_955",1,Yes,"4.00","22.14","231.00","0.94","0.91","0.04","0.94","32.00","1.00","25.00","3.00","231.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L]REPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[M-REAL]REPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L]RHRRPC|[L/M]SHRRP|[L/M]HRRAN|[M-REAL]SHRRPC|[L/M]AHRRPC|[L/M]HRHA|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
162,"trace_1066",1,Yes,"9.00","13.91","136.00","0.89","0.80","0.06","0.81","31.00","1.00","23.00","3.00","137.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L]SRPP|[M-REAL]FRPP|[L/M]REPP|[L/M]SRPP|[L]SLRRP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L]LRRR|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]HRRAN|[L/M]HRHA|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
163,"trace_1244",1,Yes,"9.00","31.04","364.00","0.89","0.80","0.04","0.81","31.00","1.00","41.00","8.00","367.00",[L/M]SRP|[L/M]SRPP|[L]MHRRPC|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L]REPP|[M-REAL]SRPP|[L/M]REPC|[L/M]RBPC|[L]LRRR|[L/M]RIBPC|[L/M]FRPP|[L]REPP|[L/M]REPP|[L]FRPP|[M-REAL]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L/M]HRRAN|[L/M]MHRRPC|[L/M]HRHA|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
164,"trace_1276",1,Yes,"7.00","21.92","278.00","0.90","0.84","0.03","0.87","31.00","1.00","38.00","5.00","282.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L]FRPP|[L]SHRRP|[M-REAL]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L]SHRRPC|[L/M]SHRRP|[L/M]SHRRPC|[L/M]HRHA|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]HRRAN|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[M-REAL]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
165,"trace_1520",1,Yes,"10.00","18.59","219.00","0.92","0.78","0.07","0.75","32.00","1.00","29.00","4.00","220.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[M-REAL]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L]FRPP|[L/M]FRPP|[L]RBPC|[L]RIBPC|[L]REPC|[L]SRPP|[L]FLRRP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]HRHA|[L/M]HRRAN|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
166,"trace_1651",1,Yes,"11.00","28.06","268.00","0.82","0.74","0.04","0.79","29.00","1.00","45.00","6.00","276.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L]SRPP|[M-REAL]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L]REPP|[L/M]REPP|[L/M]SRPP|[L/M]REPC|[L]HRHA|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]HRHA|[L/M]SHRRPC|[M-REAL]AHRRPC|[L/M]FHRRPC|[L/M]HRRAN|[M-REAL]HRRR|[L/M]FHRRP|[L/M]FRP
167,"trace_1688",1,Yes,"7.00","3.81","119.00","0.90","0.84","0.03","0.87","31.00","1.00","12.00","1.00","119.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L]LRERV|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRAN|[L/M]HRHA|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L]MHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
168,"trace_1887",1,Yes,"6.00","21.72","349.00","0.93","0.87","0.04","0.88","32.00","1.00","39.00","5.00","349.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[M-REAL]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L]EPP|[L/M]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]HRHA|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP|[L]AHRRPC
169,"trace_2",1,Yes,"13.00","105.72","513.00","0.91","0.70","0.77","0.65","31.00","1.00","79.00","16.00","520.00",[L]REPP|[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L]SHRRP|[L/M]REPP|[L]FRPP|[M-REAL]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L]SRPP|[L]REPP|[L/M]FRPP|[L]RBPC|[L]REPC|[L]RIBPC|[L]SRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]SHRRPC|[L/M]HRHA|[L/M]AHRRPC|[L/M]HRRAN|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
170,"trace_192",1,Yes,"3.00","10.35","146.00","1.00","0.93","0.07","0.91","33.00","1.00","19.00","2.00","146.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L]REPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L]FHRRPC|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L/M]HRRAN|[L]AHRRPC|[L/M]HRHA|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
171,"trace_269",1,Yes,"12.00","26.40","204.00","0.81","0.71","0.05","0.75","28.00","1.00","35.00","5.00","210.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L]SRPP|[L]REPP|[M-REAL]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L]HRRAN|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L/M]HRRAN|[L/M]HRHA|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L]EPP|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
172,"trace_274",1,Yes,"9.00","33.33","265.00","0.86","0.79","0.07","0.83","29.00","1.00","45.00","6.00","268.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L]FRPP|[M-REAL]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L]SRPP|[M-REAL]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]REPC|[L]SHRRPC|[L/M]RIBPC|[M-REAL]RBPC|[L/M]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]HRHA|[L/M]HRRAN|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
173,"trace_330",1,Yes,"4.00","12.47","182.00","0.97","0.91","0.10","0.91","32.00","1.00","24.00","3.00","182.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[M-REAL]RBPC|[L/M]FRPP|[L]MHRRPC|[L]REPP|[L/M]REPP|[L]SHRRPC|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L/M]HRRAN|[L/M]MHRRPC|[L/M]HRHA|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
174,"trace_433",1,Yes,"8.00","12.64","217.00","0.89","0.81","0.04","0.83","30.00","1.00","23.00","3.00","217.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L]RHRRPC|[L/M]REPC|[L/M]FRPP|[L]REPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L]RBPC|[L/M]SHRRP|[L/M]HRRAN|[L/M]HRHA|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
175,"trace_580",1,Yes,"8.00","36.52","560.00","0.96","0.82","0.04","0.78","32.00","1.00","62.00","10.00","565.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L]FRPP|[L]REPP|[L]REPP|[L/M]FRPP|[L]RIBPC|[L]RBPC|[L]SRPP|[L/M]EPP|[L/M]SHRRP|[L]FHRRPC|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]HRHA|[L/M]FHRRPC|[L/M]HRRAN|[L/M]RHRRPC|[M-REAL]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
176,"trace_630",1,Yes,"11.00","50.98","460.00","0.88","0.74","0.04","0.73","30.00","1.00","50.00","11.00","465.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]REPP|[L]AHRRPC|[L]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L]LRERV|[L/M]FRPP|[L/M]REPP|[L]REPP|[L]FRPP|[M-REAL]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[M-REAL]LRRR|[L/M]FLRRP|[L]LRRR|[L/M]FRP
177,"trace_673",1,Yes,"11.00","22.67","166.00","0.79","0.72","0.03","0.81","27.00","1.00","34.00","5.00","169.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L]AHRRPC|[L]SRPP|[M-REAL]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[M-REAL]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[L/M]HRRAN|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
178,"trace_779",1,Yes,"7.00","39.20","281.00","0.93","0.84","0.09","0.84","31.00","1.00","46.00","6.00","284.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]REPP|[L]FRPP|[M-REAL]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L]SRPP|[M-REAL]FRPP|[L/M]REPP|[L]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L]REPC|[L/M]REPC|[L/M]FRPP|[L]LRIRV|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L/M]HRRAN|[L/M]HRHA|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
179,"trace_795",1,Yes,"12.00","19.85","178.00","0.75","0.69","0.04","0.81","26.00","1.00","27.00","5.00","181.00",[L]FRPP|[M-REAL]SRP|[M-REAL]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L]SRPP|[L]REPP|[M-REAL]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[M-REAL]RIBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]HRHA|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
180,"trace_813",1,Yes,"12.00","59.05","365.00","0.75","0.69","0.05","0.81","26.00","1.00","74.00","12.00","372.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L]SRPP|[M-REAL]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L]REPP|[M-REAL]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[M-REAL]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]HRHA|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
181,"trace_1039",1,Yes,"19.00","44.04","313.00","0.70","0.53","0.07","0.52","27.00","1.00","53.00","7.00","329.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L]SRPP|[L]REPP|[L]REPP|[L/M]FRPP|[L]REPC|[L]RBPC|[L]RIBPC|[L]SRPP|[L]REPC|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]HRHA|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRAN|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
182,"trace_1119",1,Yes,"11.00","49.67","381.00","0.92","0.75","0.09","0.71","31.00","1.00","65.00","8.00","391.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L]SRPP|[L]REPP|[L/M]FRPP|[L]RIBPC|[L]RBPC|[L]REPC|[L]RIBPC|[L]SRPP|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L/M]HRRAN|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]HRHA|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[M-REAL]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L]HRHA|[L/M]FRP
183,"trace_1281",1,Yes,"4.00","6.94","180.00","0.97","0.91","0.03","0.91","32.00","1.00","19.00","2.00","180.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L]REPP|[L/M]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L]HRRAN|[L]EPP|[L/M]AHRRPC|[M-REAL]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]HRHA|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]HRRAN|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
184,"trace_1449",1,Yes,"3.00","14.01","206.00","1.00","0.93","0.03","0.91","33.00","1.00","31.00","4.00","206.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L]SLRRP|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L]RHRRPC|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L/M]HRRAN|[L/M]MHRRPC|[L]SRPP|[L/M]HRHA|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
185,"trace_1590",1,Yes,"7.00","18.06","210.00","0.87","0.83","0.03","0.90","29.00","1.00","23.00","3.00","210.00",[L/M]SRP|[M-REAL]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[L/M]SHRRPC|[L/M]HRRAN|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L]SHRRP|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
186,"trace_1607",1,Yes,"7.00","23.55","253.00","0.93","0.84","0.03","0.84","31.00","1.00","30.00","4.00","254.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]REPP|[L]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L]FRPP|[M-REAL]SRPP|[L/M]RIBPC|[L/M]REPC|[L]FHRRPC|[L/M]RBPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L]REPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]HRHA|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
187,"trace_1683",1,Yes,"14.00","58.14","338.00","0.95","0.69","0.04","0.59","32.00","1.00","88.00","10.00","340.00",[L/M]SRP|[L]FRPP|[L]RBPC|[L]RHRRPC|[L]REPC|[L/M]SRPP|[L]REPP|[L]REPP|[L]FRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L]SRPP|[L]REPP|[L/M]FRPP|[L]RBPC|[L]RIBPC|[L]REPC|[L]SRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]HRHA|[M-REAL]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
188,"trace_1793",1,Yes,"16.00","61.85","412.00","0.77","0.61","0.03","0.61","28.00","1.00","76.00","9.00","415.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L]SHRRP|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L]FRPP|[L]RBPC|[L]RIBPC|[L/M]SRPP|[L]REPP|[L]FRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]HRHA|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]HRRAN|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
189,"trace_1805",1,Yes,"7.00","6.43","119.00","0.87","0.83","0.06","0.90","29.00","1.00","12.00","1.00","119.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L]FLRRP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L/M]HRRAN|[M-REAL]AHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRHA|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
190,"trace_1814",1,Yes,"13.00","59.72","440.00","0.80","0.68","0.04","0.71","28.00","1.00","87.00","10.00","453.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L]SRPP|[M-REAL]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L]FRPP|[M-REAL]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L]SHRRP|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L]RIBPC|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[M-REAL]LRRR|[L/M]FLRRP|[L]LRRR|[L/M]FRP
